 ID,Date,Parameter,Value/Valeur,Symbol/Symbole
08MF005,2022-01-01,Q.obs,1050.0,
08MF005,2022-01-01,H.obs,3.256,
08MF005,2022-01-02,Q.obs,1090.0,
08MF005,2022-01-02,H.obs,3.302,
08MF005,2022-01-03,Q.obs,1090.0,
08MF005,2022-01-03,H.obs,3.311,
08MF005,2022-01-04,H.obs,3.412,
08MF005,2022-01-04,Q.obs,1180.0,
08MF005,2022-01-05,Q.obs,1170.0,
08MF005,2022-01-05,H.obs,3.4,
08MF005,2022-01-06,H.obs,3.436,
08MF005,2022-01-06,Q.obs,1170.0,B
08MF005,2022-01-07,H.obs,3.399,
08MF005,2022-01-07,Q.obs,1130.0,B
08MF005,2022-01-08,H.obs,3.358,
08MF005,2022-01-08,Q.obs,1130.0,B
08MF005,2022-01-09,H.obs,3.332,
08MF005,2022-01-09,Q.obs,1110.0,
08MF005,2022-01-10,H.obs,3.347,
08MF005,2022-01-10,Q.obs,1120.0,
08MF005,2022-01-11,H.obs,3.41,
08MF005,2022-01-11,Q.obs,1180.0,
08MF005,2022-01-12,Q.obs,1300.0,
08MF005,2022-01-12,H.obs,3.588,
08MF005,2022-01-13,H.obs,3.7,
08MF005,2022-01-13,Q.obs,1360.0,
08MF005,2022-01-14,H.obs,3.652,
08MF005,2022-01-14,Q.obs,1340.0,
08MF005,2022-01-15,H.obs,3.663,
08MF005,2022-01-15,Q.obs,1340.0,
08MF005,2022-01-16,Q.obs,1330.0,
08MF005,2022-01-16,H.obs,3.642,
08MF005,2022-01-17,H.obs,3.605,
08MF005,2022-01-17,Q.obs,1310.0,
08MF005,2022-01-18,Q.obs,1300.0,
08MF005,2022-01-18,H.obs,3.598,
08MF005,2022-01-19,Q.obs,1300.0,
08MF005,2022-01-19,H.obs,3.597,
08MF005,2022-01-20,Q.obs,1360.0,
08MF005,2022-01-20,H.obs,3.687,
08MF005,2022-01-21,Q.obs,1370.0,
08MF005,2022-01-21,H.obs,3.703,
08MF005,2022-01-22,H.obs,3.637,
08MF005,2022-01-22,Q.obs,1330.0,
08MF005,2022-01-23,Q.obs,1320.0,
08MF005,2022-01-23,H.obs,3.629,
08MF005,2022-01-24,H.obs,3.622,
08MF005,2022-01-24,Q.obs,1320.0,
08MF005,2022-01-25,Q.obs,1330.0,
08MF005,2022-01-25,H.obs,3.637,
08MF005,2022-01-26,Q.obs,1320.0,
08MF005,2022-01-26,H.obs,3.629,
08MF005,2022-01-27,Q.obs,1290.0,
08MF005,2022-01-27,H.obs,3.578,
08MF005,2022-01-28,Q.obs,1270.0,
08MF005,2022-01-28,H.obs,3.537,
08MF005,2022-01-29,Q.obs,1240.0,
08MF005,2022-01-29,H.obs,3.495,
08MF005,2022-01-30,Q.obs,1250.0,
08MF005,2022-01-30,H.obs,3.507,
08MF005,2022-01-31,H.obs,3.53,
08MF005,2022-01-31,Q.obs,1260.0,
08MF005,2022-02-01,H.obs,3.497,
08MF005,2022-02-01,Q.obs,1250.0,
08MF005,2022-02-02,H.obs,3.456,
08MF005,2022-02-02,Q.obs,1220.0,
08MF005,2022-02-03,Q.obs,1190.0,
08MF005,2022-02-03,H.obs,3.42,
08MF005,2022-02-04,H.obs,3.382,
08MF005,2022-02-04,Q.obs,1150.0,
08MF005,2022-02-05,Q.obs,1160.0,
08MF005,2022-02-05,H.obs,3.393,
08MF005,2022-02-06,H.obs,3.388,
08MF005,2022-02-06,Q.obs,1160.0,
08MF005,2022-02-07,Q.obs,1160.0,
08MF005,2022-02-07,H.obs,3.385,
08MF005,2022-02-08,H.obs,3.385,
08MF005,2022-02-08,Q.obs,1160.0,
08MF005,2022-02-09,Q.obs,1150.0,
08MF005,2022-02-09,H.obs,3.378,
08MF005,2022-02-10,Q.obs,1160.0,
08MF005,2022-02-10,H.obs,3.385,
08MF005,2022-02-11,Q.obs,1170.0,
08MF005,2022-02-11,H.obs,3.397,
08MF005,2022-02-12,H.obs,3.408,
08MF005,2022-02-12,Q.obs,1180.0,
08MF005,2022-02-13,H.obs,3.402,
08MF005,2022-02-13,Q.obs,1170.0,
08MF005,2022-02-14,H.obs,3.431,
08MF005,2022-02-14,Q.obs,1200.0,
08MF005,2022-02-15,H.obs,3.478,
08MF005,2022-02-15,Q.obs,1230.0,
08MF005,2022-02-16,H.obs,3.54,
08MF005,2022-02-16,Q.obs,1270.0,
08MF005,2022-02-17,H.obs,3.562,
08MF005,2022-02-17,Q.obs,1280.0,
08MF005,2022-02-18,Q.obs,1310.0,
08MF005,2022-02-18,H.obs,3.606,
08MF005,2022-02-19,Q.obs,1320.0,
08MF005,2022-02-19,H.obs,3.623,
08MF005,2022-02-20,H.obs,3.604,
08MF005,2022-02-20,Q.obs,1310.0,
08MF005,2022-02-21,Q.obs,1280.0,
08MF005,2022-02-21,H.obs,3.554,
08MF005,2022-02-22,Q.obs,1230.0,
08MF005,2022-02-22,H.obs,3.477,
08MF005,2022-02-23,H.obs,3.409,
08MF005,2022-02-23,Q.obs,1180.0,
08MF005,2022-02-24,Q.obs,1190.0,
08MF005,2022-02-24,H.obs,3.419,
08MF005,2022-02-25,H.obs,3.476,
08MF005,2022-02-25,Q.obs,1230.0,
08MF005,2022-02-26,Q.obs,1250.0,
08MF005,2022-02-26,H.obs,3.505,
08MF005,2022-02-27,Q.obs,1270.0,
08MF005,2022-02-27,H.obs,3.532,
08MF005,2022-02-28,Q.obs,1260.0,
08MF005,2022-02-28,H.obs,3.516,
08MF005,2022-03-01,Q.obs,1290.0,
08MF005,2022-03-01,H.obs,3.572,
08MF005,2022-03-02,Q.obs,1290.0,
08MF005,2022-03-02,H.obs,3.569,
08MF005,2022-03-03,Q.obs,1270.0,
08MF005,2022-03-03,H.obs,3.536,
08MF005,2022-03-04,H.obs,3.521,
08MF005,2022-03-04,Q.obs,1260.0,
08MF005,2022-03-05,Q.obs,1240.0,
