DATE,STATION_NUMBER,DISCHARGE,LEVEL
2022-01-01,08ND025,1510.0,
2022-01-02,08ND025,1740.0,
2022-01-03,08ND025,1910.0,
2022-01-04,08ND025,1690.0,
2022-01-05,08ND025,1690.0,
2022-01-06,08ND025,1620.0,
2022-01-07,08ND025,1160.0,
2022-01-08,08ND025,1040.0,
2022-01-09,08ND025,1090.0,
2022-01-10,08ND025,1410.0,
2022-01-11,08ND025,990.0,
2022-01-12,08ND025,1180.0,
2022-01-13,08ND025,1080.0,
2022-01-14,08ND025,808.0,
2022-01-15,08ND025,775.0,
2022-01-16,08ND025,836.0,
2022-01-17,08ND025,1050.0,
2022-01-18,08ND025,1000.0,
2022-01-19,08ND025,919.0,
2022-01-20,08ND025,676.0,
2022-01-21,08ND025,788.0,
2022-01-22,08ND025,741.0,
2022-01-23,08ND025,958.0,
2022-01-24,08ND025,1290.0,
2022-01-25,08ND025,1100.0,
2022-01-26,08ND025,1340.0,
2022-01-27,08ND025,1370.0,
2022-01-28,08ND025,1270.0,
2022-01-29,08ND025,1150.0,
2022-01-30,08ND025,825.0,
2022-01-31,08ND025,1080.0,
2022-02-01,08ND025,1370.0,
2022-02-02,08ND025,1680.0,
2022-02-03,08ND025,1480.0,
2022-02-04,08ND025,1020.0,
2022-02-05,08ND025,853.0,
2022-02-06,08ND025,990.0,
2022-02-07,08ND025,1160.0,
2022-02-08,08ND025,939.0,
2022-02-09,08ND025,942.0,
2022-02-10,08ND025,902.0,
2022-02-11,08ND025,917.0,
2022-02-12,08ND025,730.0,
2022-02-13,08ND025,839.0,
2022-02-14,08ND025,816.0,
2022-02-15,08ND025,704.0,
2022-02-16,08ND025,761.0,
2022-02-17,08ND025,642.0,
2022-02-18,08ND025,917.0,
2022-02-19,08ND025,650.0,
2022-02-20,08ND025,630.0,
2022-02-21,08ND025,1270.0,
2022-02-22,08ND025,1590.0,
2022-02-23,08ND025,1640.0,
2022-02-24,08ND025,1520.0,
2022-02-25,08ND025,1640.0,
2022-02-26,08ND025,1600.0,
2022-02-27,08ND025,885.0,
2022-02-28,08ND025,1020.0,
2022-03-01,08ND025,912.0,
2022-03-02,08ND025,823.0,
2022-03-03,08ND025,816.0,
2022-03-04,08ND025,742.0,
2022-03-05,08ND025,451.0,
2022-03-06,08ND025,480.0,
2022-03-07,08ND025,787.0,
2022-03-08,08ND025,697.0,
2022-03-09,08ND025,771.0,
2022-03-10,08ND025,745.0,
2022-03-11,08ND025,510.0,
2022-03-12,08ND025,424.0,
2022-03-13,08ND025,642.0,
2022-03-14,08ND025,790.0,
2022-03-15,08ND025,560.0,
2022-03-16,08ND025,532.0,
2022-03-17,08ND025,759.0,
2022-03-18,08ND025,694.0,
2022-03-19,08ND025,753.0,
2022-03-20,08ND025,406.0,
2022-03-21,08ND025,729.0,
2022-03-22,08ND025,501.0,
2022-03-23,08ND025,500.0,
2022-03-24,08ND025,675.0,
2022-03-25,08ND025,716.0,
2022-03-26,08ND025,590.0,
2022-03-27,08ND025,431.0,
2022-03-28,08ND025,619.0,
2022-03-29,08ND025,303.0,
2022-03-30,08ND025,285.0,
2022-03-31,08ND025,484.0,
2022-04-01,08ND025,805.0,
2022-04-02,08ND025,444.0,
2022-04-03,08ND025,453.0,
2022-04-04,08ND025,775.0,
2022-04-05,08ND025,732.0,
2022-04-06,08ND025,1110.0,
2022-04-07,08ND025,1200.0,
2022-04-08,08ND025,953.0,
2022-04-09,08ND025,1030.0,
2022-04-10,08ND025,1140.0,
2022-04-11,08ND025,1030.0,
2022-04-12,08ND025,1340.0,
2022-04-13,08ND025,1030.0,
2022-04-14,08ND025,947.0,
2022-04-15,08ND025,1490.0,
2022-04-16,08ND025,1540.0,
2022-04-17,08ND025,1390.0,
2022-04-18,08ND025,1370.0,
2022-04-19,08ND025,981.0,
2022-04-20,08ND025,851.0,
2022-04-21,08ND025,1020.0,
2022-04-22,08ND025,602.0,
2022-04-23,08ND025,436.0,
2022-04-24,08ND025,594.0,
2022-04-25,08ND025,753.0,
2022-04-26,08ND025,733.0,
2022-04-27,08ND025,596.0,
2022-04-28,08ND025,745.0,
2022-04-29,08ND025,555.0,
2022-04-30,08ND025,572.0,
2022-05-01,08ND025,620.0,
2022-05-02,08ND025,622.0,
2022-05-03,08ND025,351.0,
2022-05-04,08ND025,589.0,
2022-05-05,08ND025,692.0,
2022-05-06,08ND025,524.0,
2022-05-07,08ND025,376.0,
2022-05-08,08ND025,310.0,
2022-05-09,08ND025,455.0,
2022-05-10,08ND025,309.0,
2022-05-11,08ND025,344.0,
2022-05-12,08ND025,395.0,
2022-05-13,08ND025,301.0,
2022-05-14,08ND025,287.0,
2022-05-15,08ND025,418.0,
2022-05-16,08ND025,260.0,
2022-05-17,08ND025,272.0,
2022-05-18,08ND025,359.0,
2022-05-19,08ND025,267.0,
2022-05-20,08ND025,282.0,
2022-05-21,08ND025,265.0,
2022-05-22,08ND025,258.0,
2022-05-23,08ND025,259.0,
2022-05-24,08ND025,285.0,
2022-05-25,08ND025,259.0,
2022-05-26,08ND025,378.0,
2022-05-27,08ND025,283.0,
2022-05-28,08ND025,310.0,
2022-05-29,08ND025,256.0,
2022-05-30,08ND025,542.0,
2022-05-31,08ND025,612.0,
2022-06-01,08ND025,895.0,
2022-06-02,08ND025,1080.0,
2022-06-03,08ND025,881.0,
2022-06-04,08ND025,615.0,
2022-06-05,08ND025,281.0,
2022-06-06,08ND025,449.0,
2022-06-07,08ND025,771.0,
2022-06-08,08ND025,756.0,
2022-06-09,08ND025,1230.0,
2022-06-10,08ND025,949.0,
2022-06-11,08ND025,955.0,
2022-06-12,08ND025,1330.0,
2022-06-13,08ND025,672.0,
2022-06-14,08ND025,737.0,
2022-06-15,08ND025,1100.0,
2022-06-16,08ND025,1170.0,
2022-06-17,08ND025,1170.0,
2022-06-18,08ND025,635.0,
2022-06-19,08ND025,439.0,
2022-06-20,08ND025,1150.0,
2022-06-21,08ND025,1210.0,
2022-06-22,08ND025,1020.0,
2022-06-23,08ND025,1200.0,
2022-06-24,08ND025,1390.0,
2022-06-25,08ND025,753.0,
2022-06-26,08ND025,1010.0,
2022-06-27,08ND025,1450.0,
2022-06-28,08ND025,921.0,
2022-06-29,08ND025,1160.0,
2022-06-30,08ND025,1020.0,
2022-07-01,08ND025,986.0,
2022-07-02,08ND025,1020.0,
2022-07-03,08ND025,456.0,
2022-07-04,08ND025,967.0,
2022-07-05,08ND025,1310.0,
2022-07-06,08ND025,1310.0,
2022-07-07,08ND025,919.0,
2022-07-08,08ND025,1090.0,
2022-07-09,08ND025,468.0,
2022-07-10,08ND025,691.0,
2022-07-11,08ND025,1290.0,
2022-07-12,08ND025,1340.0,
2022-07-13,08ND025,584.0,
2022-07-14,08ND025,1260.0,
2022-07-15,08ND025,1320.0,
2022-07-16,08ND025,1180.0,
2022-07-17,08ND025,905.0,
2022-07-18,08ND025,1240.0,
2022-07-19,08ND025,1420.0,
2022-07-20,08ND025,1210.0,
2022-07-21,08ND025,1360.0,
2022-07-22,08ND025,1410.0,
2022-07-23,08ND025,1580.0,
2022-07-24,08ND025,1340.0,
2022-07-25,08ND025,1560.0,
2022-07-26,08ND025,1700.0,
2022-07-27,08ND025,1670.0,
2022-07-28,08ND025,1570.0,
2022-07-29,08ND025,1610.0,
2022-07-30,08ND025,1610.0,
2022-07-31,08ND025,1480.0,
2022-08-01,08ND025,1550.0,
2022-08-02,08ND025,1460.0,
2022-08-03,08ND025,1470.0,
2022-08-04,08ND025,1460.0,
2022-08-05,08ND025,1610.0,
2022-08-06,08ND025,1410.0,
2022-08-07,08ND025,1380.0,
2022-08-08,08ND025,1750.0,
2022-08-09,08ND025,1680.0,
2022-08-10,08ND025,1070.0,
2022-08-11,08ND025,1430.0,
2022-08-12,08ND025,1500.0,
2022-08-13,08ND025,1150.0,
2022-08-14,08ND025,1180.0,
2022-08-15,08ND025,1530.0,
2022-08-16,08ND025,1580.0,
2022-08-17,08ND025,1680.0,
2022-08-18,08ND025,1700.0,
2022-08-19,08ND025,1570.0,
2022-08-20,08ND025,874.0,
2022-08-21,08ND025,1080.0,
2022-08-22,08ND025,1310.0,
2022-08-23,08ND025,1520.0,
2022-08-24,08ND025,1590.0,
2022-08-25,08ND025,1470.0,
2022-08-26,08ND025,523.0,
2022-08-27,08ND025,293.0,
2022-08-28,08ND025,831.0,
2022-08-29,08ND025,1170.0,
2022-08-30,08ND025,1410.0,
2022-08-31,08ND025,1610.0,
2022-09-01,08ND025,1450.0,
2022-09-02,08ND025,1420.0,
2022-09-03,08ND025,777.0,
2022-09-04,08ND025,577.0,
2022-09-05,08ND025,711.0,
2022-09-06,08ND025,1150.0,
2022-09-07,08ND025,537.0,
2022-09-08,08ND025,931.0,
2022-09-09,08ND025,767.0,
2022-09-10,08ND025,620.0,
2022-09-11,08ND025,668.0,
2022-09-12,08ND025,830.0,
2022-09-13,08ND025,656.0,
2022-09-14,08ND025,831.0,
2022-09-15,08ND025,590.0,
2022-09-16,08ND025,516.0,
2022-09-17,08ND025,432.0,
2022-09-18,08ND025,340.0,
2022-09-19,08ND025,758.0,
2022-09-20,08ND025,747.0,
2022-09-21,08ND025,925.0,
2022-09-22,08ND025,379.0,
2022-09-23,08ND025,492.0,
2022-09-24,08ND025,382.0,
2022-09-25,08ND025,425.0,
2022-09-26,08ND025,794.0,
2022-09-27,08ND025,755.0,
2022-09-28,08ND025,400.0,
2022-09-29,08ND025,313.0,
2022-09-30,08ND025,370.0,
2022-10-01,08ND025,332.0,
2022-10-02,08ND025,350.0,
2022-10-03,08ND025,338.0,
2022-10-04,08ND025,311.0,
2022-10-05,08ND025,442.0,
2022-10-06,08ND025,467.0,
2022-10-07,08ND025,451.0,
2022-10-08,08ND025,455.0,
2022-10-09,08ND025,299.0,
2022-10-10,08ND025,297.0,
2022-10-11,08ND025,351.0,
