 ID,Date,Parameter,Value/Valeur,Symbol/Symbole
08ND017,2022-01-01,H.obs,742.137,
08ND017,2022-01-02,H.obs,741.857,
08ND017,2022-01-03,H.obs,741.613,
08ND017,2022-01-04,H.obs,741.263,
08ND017,2022-01-05,H.obs,740.928,
08ND017,2022-01-06,H.obs,740.593,
08ND017,2022-01-07,H.obs,740.34,
08ND017,2022-01-08,H.obs,740.026,
08ND017,2022-01-09,H.obs,739.761,
08ND017,2022-01-10,H.obs,739.513,
08ND017,2022-01-11,H.obs,739.33,
08ND017,2022-01-12,H.obs,739.126,
08ND017,2022-01-13,H.obs,738.922,
08ND017,2022-01-14,H.obs,738.766,
08ND017,2022-01-15,H.obs,738.619,
08ND017,2022-01-16,H.obs,738.474,
08ND017,2022-01-17,H.obs,738.296,
08ND017,2022-01-18,H.obs,738.125,
08ND017,2022-01-19,H.obs,737.927,
08ND017,2022-01-20,H.obs,737.748,
08ND017,2022-01-21,H.obs,737.629,
08ND017,2022-01-22,H.obs,737.47,
08ND017,2022-01-23,H.obs,737.284,
08ND017,2022-01-24,H.obs,737.034,
08ND017,2022-01-25,H.obs,736.822,
08ND017,2022-01-26,H.obs,736.559,
08ND017,2022-01-27,H.obs,736.27,
08ND017,2022-01-28,H.obs,735.996,
08ND017,2022-01-29,H.obs,735.727,
08ND017,2022-01-30,H.obs,735.569,
08ND017,2022-01-31,H.obs,735.371,
08ND017,2022-02-01,H.obs,735.091,
08ND017,2022-02-02,H.obs,734.755,
08ND017,2022-02-03,H.obs,734.436,
08ND017,2022-02-04,H.obs,734.177,
08ND017,2022-02-05,H.obs,733.986,
08ND017,2022-02-06,H.obs,733.738,
08ND017,2022-02-07,H.obs,733.536,
08ND017,2022-02-08,H.obs,733.306,
08ND017,2022-02-09,H.obs,733.101,
08ND017,2022-02-10,H.obs,732.961,
08ND017,2022-02-11,H.obs,732.76,
08ND017,2022-02-12,H.obs,732.579,
08ND017,2022-02-13,H.obs,732.434,
08ND017,2022-02-14,H.obs,732.269,
08ND017,2022-02-15,H.obs,732.118,
08ND017,2022-02-16,H.obs,731.952,
08ND017,2022-02-17,H.obs,731.806,
08ND017,2022-02-18,H.obs,731.632,
08ND017,2022-02-19,H.obs,731.524,
08ND017,2022-02-20,H.obs,731.451,
08ND017,2022-02-21,H.obs,731.112,
08ND017,2022-02-22,H.obs,730.756,
08ND017,2022-02-23,H.obs,730.38,
08ND017,2022-02-24,H.obs,729.987,
08ND017,2022-02-25,H.obs,729.624,
08ND017,2022-02-26,H.obs,729.297,
08ND017,2022-02-27,H.obs,728.991,
08ND017,2022-02-28,H.obs,728.723,
08ND017,2022-03-01,H.obs,728.541,
08ND017,2022-03-02,H.obs,728.333,
08ND017,2022-03-03,H.obs,728.152,
08ND017,2022-03-04,H.obs,727.992,
08ND017,2022-03-05,H.obs,727.904,
08ND017,2022-03-06,H.obs,727.807,
08ND017,2022-03-07,H.obs,727.683,
08ND017,2022-03-08,H.obs,727.504,
08ND017,2022-03-09,H.obs,727.329,
08ND017,2022-03-10,H.obs,727.128,
08ND017,2022-03-11,H.obs,727.017,
08ND017,2022-03-12,H.obs,726.949,
08ND017,2022-03-13,H.obs,726.829,
08ND017,2022-03-14,H.obs,726.69,
08ND017,2022-03-15,H.obs,726.584,
08ND017,2022-03-16,H.obs,726.475,
08ND017,2022-03-17,H.obs,726.277,
08ND017,2022-03-18,H.obs,726.149,
08ND017,2022-03-19,H.obs,726.065,
08ND017,2022-03-20,H.obs,725.961,
08ND017,2022-03-21,H.obs,725.741,
08ND017,2022-03-22,H.obs,725.626,
08ND017,2022-03-23,H.obs,725.572,
08ND017,2022-03-24,H.obs,725.44,
08ND017,2022-03-25,H.obs,725.296,
08ND017,2022-03-26,H.obs,725.134,
08ND017,2022-03-27,H.obs,725.085,
